slope_angle,wolf_prob,rain_mm,cold_resistance,is_safe
33.74,0.325,72.89,Medium,0
21.66,0.092,8.35,Medium,1
19.6,0.592,24.86,Low,0
50.7,0.268,2.78,Medium,1
17.02,0.773,69.03,Low,0
46.22,0.321,0.83,Medium,1
11.32,0.126,77.04,Medium,1
16.1,0.427,72.82,Low,0
59.74,0.463,60.52,High,0
7.27,0.122,14.06,Medium,0
51.65,0.006,2.41,Medium,1
52.52,0.417,100.59,High,0
47.08,0.705,40.95,Medium,0
8.24,0.094,0.0,High,1
24.79,0.295,6.93,Medium,1
27.94,0.119,35.54,High,1
38.71,0.646,4.09,Low,1
46.85,0.292,15.29,Low,0
29.73,0.596,23.58,Medium,1
57.01,0.266,29.55,Low,0
48.85,0.478,32.14,Low,0
34.13,0.105,17.44,Medium,1
21.02,0.042,51.33,Medium,1
20.59,0.109,7.95,Medium,1
58.48,0.541,10.38,Low,1
14.83,0.108,2.04,Medium,1
30.36,0.729,37.91,Low,0
40.38,0.423,96.67,Low,0
20.74,0.233,73.77,High,1
51.88,0.353,18.07,High,1
24.06,0.012,13.99,High,1
30.91,0.29,10.18,Low,1
30.64,0.493,45.92,Medium,0
43.08,0.041,1.07,Medium,1
19.52,0.643,51.28,Low,1
51.83,0.072,5.17,Medium,1
28.56,0.843,5.21,Low,1
32.96,0.433,23.03,Low,0
15.9,0.229,9.42,High,1
23.35,0.646,60.97,Low,0
13.92,0.263,9.84,Medium,1
51.84,0.562,54.57,High,0
19.22,0.081,25.81,High,1
38.32,0.068,19.72,High,0
41.46,0.439,58.65,Medium,0
24.09,0.058,9.34,High,1
22.06,0.152,70.86,Low,0
30.81,0.69,60.5,Medium,0
34.56,0.325,74.44,Medium,0
1.0,0.0,9.15,Medium,1
44.08,0.719,44.14,Medium,0
8.75,0.149,75.46,Medium,1
45.26,0.379,17.65,High,0
29.53,0.349,48.32,Medium,0
20.1,0.045,39.66,High,1
45.17,0.619,67.77,Low,0
29.75,0.4,16.84,Low,1
40.31,0.209,98.37,Medium,0
27.53,0.805,8.99,Medium,1
44.57,0.284,40.22,High,0
45.39,0.235,6.54,Medium,1
1.0,0.399,6.33,High,1
14.08,0.172,30.85,Medium,1
22.22,0.322,52.32,Medium,0
28.78,0.748,32.68,Medium,0
22.45,0.581,65.36,Medium,0
43.16,0.131,24.38,Medium,1
53.41,0.142,18.21,Medium,0
28.56,0.795,42.78,Medium,0
51.07,0.828,63.45,Low,0
23.18,0.578,40.24,Low,0
50.07,0.054,2.4,Medium,1
8.41,0.271,82.15,High,1
19.57,0.56,9.82,High,1
12.16,0.116,9.73,High,1
29.4,0.436,30.93,Medium,1
35.19,0.0,5.43,Low,1
46.67,0.523,16.72,Low,1
14.72,0.088,20.69,Medium,1
15.96,0.0,34.8,Low,1
12.57,0.052,60.31,Medium,1
26.14,0.433,22.88,Medium,0
41.23,0.262,96.54,Medium,0
51.24,0.635,27.28,Low,0
8.62,0.13,58.62,High,1
20.82,0.019,52.44,Medium,0
25.96,0.811,18.83,Low,1
30.87,0.132,34.81,Low,1
43.0,0.08,5.8,Low,1
49.72,0.586,54.43,High,0
33.02,0.573,7.9,Medium,1
38.95,0.679,31.8,Medium,0
14.36,0.279,43.88,Medium,1
37.69,0.749,38.69,High,0
34.38,0.21,17.17,High,0
11.6,0.317,33.33,Medium,0
40.15,0.528,28.45,Low,0
65.0,0.63,31.07,Low,0
49.36,0.187,58.3,High,0
7.77,0.118,11.75,Low,1
8.23,0.62,8.46,High,1
48.2,0.198,9.86,Low,1
38.89,0.632,60.08,Low,0
11.99,0.073,16.51,Medium,1
23.56,0.284,50.39,High,1
53.13,0.176,0.0,Low,1
30.09,0.358,9.18,Low,1
14.74,0.206,48.46,High,1
36.75,0.785,19.06,Medium,1
16.4,0.457,10.24,Medium,1
30.56,0.532,36.53,Medium,1
16.41,0.343,8.48,Medium,1
20.05,0.294,86.81,Medium,1
10.43,0.166,24.25,Medium,1
20.65,0.228,22.85,Medium,1
7.47,0.206,40.13,Medium,1
23.87,0.07,85.68,Medium,0
9.87,0.0,15.31,Medium,1
46.84,0.645,35.4,Low,0
19.22,0.089,32.18,Medium,1
30.52,0.596,16.59,Medium,1
53.98,0.301,15.95,Medium,1
18.9,0.019,5.71,High,1
13.38,0.235,92.15,Medium,1
1.0,0.069,10.39,Medium,1
41.85,0.446,62.53,Low,0
48.86,0.054,4.88,Low,1
12.77,0.213,87.55,Medium,1
7.35,0.184,6.49,Medium,1
24.87,0.0,7.92,Medium,1
34.04,0.539,19.05,Low,1
8.41,0.172,21.79,Medium,1
41.11,0.254,30.98,Medium,0
17.85,0.51,29.25,Medium,1
51.45,0.009,13.96,Low,1
23.69,0.295,140.6,Medium,0
20.99,0.098,15.39,High,1
43.14,0.857,63.77,Medium,0
16.67,0.308,17.53,Medium,1
20.44,0.206,0.42,High,1
57.11,0.264,33.05,Medium,0
17.73,0.0,10.4,High,1
11.56,0.313,75.4,Medium,1
6.89,0.258,63.28,Medium,1
15.95,0.549,28.84,Medium,1
32.65,0.415,35.44,Medium,0
29.45,0.594,39.78,Medium,0
30.35,0.078,8.85,Medium,1
17.75,0.0,14.25,High,1
22.96,0.672,44.58,Low,0
12.06,0.129,43.08,Medium,0
37.34,0.625,4.97,Medium,1
33.92,0.179,15.37,Medium,1
44.53,0.178,57.26,High,0
40.64,0.091,0.87,Low,1
12.72,0.008,42.47,High,1
46.88,0.367,31.93,Low,0
20.09,0.21,6.17,High,1
28.68,0.363,37.54,Medium,1
48.24,0.043,20.69,Medium,1
38.79,0.153,16.85,Medium,1
12.61,0.206,30.56,High,1
37.72,0.67,53.08,Low,1
19.53,0.225,24.27,Medium,1
12.73,0.134,13.07,Medium,1
50.79,0.284,14.99,Medium,1
32.33,0.234,50.22,Medium,0
30.25,0.502,20.76,Medium,1
51.03,0.146,11.16,Low,1
41.06,0.097,6.61,Low,1
41.66,0.13,43.71,Low,0
45.97,0.272,3.53,Medium,1
10.78,0.117,48.55,Medium,1
40.22,0.367,35.1,Medium,0
35.19,0.369,22.22,Medium,1
9.22,0.072,20.98,Medium,1
23.79,0.199,61.92,Medium,0
28.66,0.142,48.64,Medium,0
45.06,0.492,104.46,Medium,0
43.47,0.383,28.72,High,0
22.47,0.18,4.28,High,1
41.44,0.608,90.54,Medium,0
12.18,0.226,23.39,High,1
37.49,0.706,17.92,Low,0
7.19,0.183,57.05,Medium,1
45.05,0.676,8.47,Medium,1
37.17,0.121,10.81,Medium,0
3.38,0.121,4.77,Medium,1
12.78,0.181,99.92,Low,0
65.0,0.835,108.79,Low,0
19.66,0.334,12.14,Low,1
13.86,0.044,31.49,High,1
16.45,0.041,6.29,High,1
20.21,0.901,11.29,Medium,1
20.54,0.721,48.02,Medium,0
44.93,0.584,21.69,Low,1
38.9,0.436,72.82,Low,0
44.78,0.175,50.78,Low,0
23.84,0.109,10.44,High,1
20.04,0.598,61.07,High,0
47.87,0.552,78.71,High,0
7.57,0.034,0.07,High,1
19.55,0.03,0.0,High,1
32.44,0.896,42.29,Medium,0
50.52,0.218,8.98,Low,1
47.77,0.046,15.8,Low,0
49.21,0.257,4.41,Medium,1
46.7,0.729,15.3,Medium,1
13.83,0.338,36.61,Low,1
53.05,0.204,0.0,Medium,1
13.07,0.592,11.95,Medium,1
11.49,0.004,6.52,High,1
43.99,0.351,11.03,Medium,1
51.55,0.289,53.02,Low,0
16.13,0.175,35.03,Low,1
45.58,0.605,38.97,Low,0
19.15,0.778,38.77,Medium,0
50.82,0.039,8.33,Medium,1
28.15,0.05,8.77,High,1
28.99,0.351,11.58,Medium,1
11.78,0.261,48.72,Low,1
8.11,0.377,38.49,Low,1
27.76,0.685,15.83,Medium,1
25.35,0.142,16.45,Medium,1
16.78,0.041,141.14,Medium,0
37.65,0.303,0.0,Low,1
29.26,0.193,13.76,High,1
63.63,0.053,7.77,Medium,1
38.62,0.003,52.59,Low,0
15.05,0.545,31.69,High,1
4.95,0.25,7.64,High,1
16.59,0.18,1.09,Medium,1
40.11,0.238,71.11,Medium,0
14.69,0.156,85.6,Low,0
17.19,0.208,15.31,Medium,1
49.49,0.203,9.74,Medium,1
15.01,0.235,12.82,Medium,1
55.72,0.669,76.44,Medium,0
15.97,0.029,29.07,Medium,1
53.47,0.693,65.55,Medium,0
56.42,0.747,93.67,Low,0
30.96,0.479,62.43,Low,0
37.21,0.278,21.01,Medium,0
31.64,0.676,13.56,Low,0
45.53,0.021,2.01,Low,0
15.56,0.047,6.51,High,1
5.13,0.155,18.58,High,1
43.6,0.236,16.72,Low,1
13.4,0.101,10.93,Medium,1
19.32,0.142,60.81,High,1
11.34,0.266,42.17,High,1
2.7,0.015,58.66,Medium,1
16.97,0.0,16.71,Medium,1
28.2,0.851,14.82,Low,1
53.62,0.115,12.49,Medium,1
43.58,0.073,1.9,Medium,1
46.65,0.253,18.23,Medium,1
22.33,0.0,40.32,High,1
18.55,0.674,6.5,Medium,1
23.75,0.265,51.19,Medium,0
49.25,0.276,22.75,Low,0
37.89,0.38,18.2,Medium,1
25.28,0.078,19.57,Low,1
13.44,0.09,68.24,Medium,1
21.76,0.265,6.39,High,0
26.43,0.224,49.57,High,1
54.67,0.166,6.53,Medium,1
20.34,0.233,20.05,Medium,1
15.03,0.149,9.43,Medium,1
31.69,0.667,37.3,Low,0
63.08,0.245,13.25,Medium,0
36.45,0.139,28.02,High,1
55.72,0.579,58.29,Medium,0
35.71,0.398,62.52,High,0
51.54,0.344,11.99,Medium,1
10.84,0.469,30.91,Medium,0
32.86,0.264,6.79,Low,1
55.76,0.808,93.57,Low,0
61.46,0.029,12.34,High,1
45.04,0.208,22.25,Medium,0
15.72,0.366,115.53,Medium,0
15.92,0.29,66.34,Medium,0
20.56,0.055,58.44,Medium,1
46.29,0.2,17.93,Low,1
38.52,0.653,15.47,Medium,1
40.14,0.057,7.98,Medium,1
35.05,0.472,14.0,Medium,1
16.8,0.125,0.0,Medium,1
20.51,0.151,15.24,Low,1
29.76,0.841,18.84,Medium,1
16.13,0.293,57.07,Medium,0
19.06,0.232,35.49,Medium,1
30.95,0.272,0.0,Medium,1
21.89,0.215,0.0,Medium,1
10.88,0.146,35.27,Medium,1
43.65,0.256,98.06,Low,0
9.19,0.228,7.53,Medium,1
40.58,0.25,31.75,High,1
35.57,0.6,6.94,Medium,1
8.78,0.027,18.04,Medium,1
40.01,0.709,54.74,High,0
22.89,0.402,43.84,Low,0
45.62,0.145,15.19,Low,1
50.09,0.301,14.54,Medium,1
17.3,0.896,22.75,Medium,1
1.82,0.053,5.97,Medium,1
9.58,0.096,25.63,High,1
37.48,0.395,12.75,High,1
43.34,0.416,72.93,Low,0
16.39,0.143,55.26,Medium,0
39.02,0.637,33.41,Medium,0
12.53,0.253,7.35,Medium,1
45.02,0.35,15.01,Medium,1
48.92,0.39,72.86,Medium,0
22.11,0.097,0.0,Medium,1
17.63,0.049,8.72,High,0
47.97,0.097,8.0,Medium,1
15.81,0.238,93.94,Medium,1
60.05,0.359,32.4,Low,0
33.96,0.809,7.51,Low,1
30.01,0.378,8.89,High,1
47.22,0.217,55.73,High,0
15.24,0.734,25.78,Medium,1
27.48,0.079,0.58,Low,1
18.48,0.095,65.24,Medium,0
24.76,0.124,44.97,Medium,1
13.95,0.125,0.0,Medium,1
13.89,0.044,47.04,Medium,1
20.59,0.115,32.84,High,1
49.27,0.221,9.53,Low,1
40.26,0.541,12.76,Medium,1
15.66,0.17,67.54,Medium,1
31.72,0.276,70.51,Low,0
57.53,0.552,34.8,Low,0
42.59,0.232,2.29,Low,1
14.46,0.08,18.47,Medium,1
50.86,0.48,62.29,High,0
20.46,0.135,55.25,Medium,1
18.93,0.398,41.96,Medium,1
37.83,0.266,62.27,Medium,0
3.46,0.051,3.67,High,1
2.46,0.305,13.24,High,1
52.55,0.396,68.35,Low,0
53.28,0.151,28.79,High,0
26.67,0.863,32.94,Medium,0
39.81,0.489,49.2,Medium,0
48.39,0.278,0.0,High,1
10.9,0.111,12.01,Medium,1
28.7,0.056,28.96,High,1
18.26,0.2,2.0,Medium,1
41.99,0.731,54.79,High,0
32.06,0.18,48.35,Medium,0
33.8,0.333,91.39,Low,0
17.46,0.083,8.49,High,1
47.92,0.415,34.95,Medium,0
41.31,0.796,19.0,Low,1
28.6,0.083,29.21,Medium,1
22.58,0.018,80.57,Low,1
18.05,0.169,13.39,High,1
54.65,0.329,13.08,Medium,1
43.82,0.225,37.16,Medium,1
22.47,0.371,69.17,Low,1
44.6,0.645,31.17,High,0
35.66,0.249,31.08,High,1
16.94,0.0,81.96,Medium,1
8.61,0.102,87.06,Low,1
13.68,0.144,46.37,Low,1
40.31,0.291,15.29,High,1
12.27,0.111,38.66,Medium,1
24.67,0.296,47.74,Medium,0
14.25,0.361,2.48,High,1
41.36,0.293,7.18,Medium,1
18.97,0.32,52.54,Low,1
37.24,0.303,62.98,Medium,0
44.58,0.098,64.7,Medium,0
47.95,0.462,59.28,Low,0
57.18,0.51,14.93,Medium,1
55.32,0.317,52.29,High,0
18.7,0.09,20.28,Medium,1
27.1,0.173,16.79,High,1
43.56,0.449,4.99,Low,1
24.73,0.159,21.4,High,1
24.96,0.222,27.57,Low,1
34.99,0.864,55.87,Medium,0
9.7,0.2,62.3,Medium,1
32.49,0.819,26.93,High,1
22.41,0.079,23.61,Medium,1
5.64,0.0,62.31,Low,1
14.63,0.014,40.04,Low,1
39.71,0.201,16.37,Medium,1
41.98,0.142,6.43,Medium,1
5.99,0.26,30.68,High,1
19.17,0.283,22.65,Medium,0
35.85,0.14,12.97,High,0
26.48,0.067,43.1,Medium,1
16.35,0.242,58.31,Medium,1
20.23,0.739,20.65,Medium,1
36.25,0.185,0.0,Medium,1
56.03,0.383,21.33,Medium,0
43.12,0.374,28.2,Medium,1
40.43,0.274,0.0,Low,0
34.08,0.181,8.7,High,1
44.3,0.233,9.07,Low,1
21.38,0.633,38.94,Medium,1
13.06,0.357,56.1,Medium,1
19.18,0.713,24.12,Medium,1
38.19,0.567,97.63,Medium,0
14.71,0.043,85.0,High,1
13.73,0.001,126.79,Low,0
45.53,0.18,0.0,Medium,1
38.06,0.494,0.0,Medium,1
20.65,0.206,22.05,High,1
9.42,0.255,83.3,Medium,1
15.4,0.266,33.87,High,1
38.92,0.001,15.52,Medium,1
32.9,0.784,39.75,Medium,0
12.56,0.283,0.0,Medium,1
23.35,0.242,24.29,Medium,1
1.0,0.036,59.2,Medium,1
31.52,0.13,10.27,Medium,1
42.33,0.752,45.35,Low,0
48.17,0.578,56.42,Medium,0
1.0,0.014,19.96,High,1
15.08,0.086,1.96,High,1
24.8,0.0,43.47,High,1
31.72,0.517,23.63,Medium,0
28.44,0.237,12.18,High,1
30.83,0.192,16.55,High,1
19.9,0.015,22.65,Medium,1
36.96,0.138,13.7,High,1
33.06,0.045,0.0,Medium,1
15.76,0.12,45.33,Low,1
12.04,0.142,62.92,Medium,1
37.89,0.407,46.18,Medium,0
1.0,0.166,4.0,High,1
6.96,0.081,12.7,Medium,1
38.83,0.199,1.44,Low,1
15.97,0.116,10.78,High,1
41.94,0.341,76.59,Medium,0
11.03,0.439,19.39,High,1
3.67,0.0,9.34,Medium,1
34.89,0.266,23.39,Medium,1
10.86,0.143,30.17,Medium,1
31.74,0.138,39.63,Medium,1
28.15,0.034,77.93,Low,0
45.86,0.323,58.08,Medium,0
26.31,0.271,42.01,High,0
18.75,0.132,10.05,Medium,1
35.81,0.266,62.08,Low,0
7.49,0.055,20.0,High,1
55.83,0.563,88.27,Low,0
17.43,0.135,27.09,Low,1
40.75,0.748,54.14,Medium,0
35.57,0.748,36.21,Medium,0
10.6,0.031,10.98,High,1
47.72,0.604,53.71,High,0
14.78,0.12,11.77,Medium,1
13.8,0.487,90.42,Low,1
19.65,0.095,5.45,Medium,1
26.74,0.104,7.09,Medium,1
17.3,0.361,68.25,High,0
56.0,0.529,99.05,High,0
18.35,0.243,39.16,High,1
26.34,0.628,18.76,Low,1
37.56,0.034,9.17,Low,1
63.2,0.047,9.5,Low,1
24.85,0.158,47.35,Medium,0
41.84,0.091,4.61,Medium,1
30.21,0.861,13.67,Low,1
42.78,0.764,59.59,Medium,0
25.41,0.025,1.47,Medium,1
54.14,0.09,6.33,Low,0
41.62,0.244,96.12,Medium,1
24.84,0.119,0.88,High,1
23.98,0.161,29.51,High,1
30.07,0.724,23.52,Medium,1
30.74,0.239,75.49,Medium,0
49.93,0.403,13.55,Low,1
20.93,0.099,10.07,Medium,1
15.43,0.0,31.19,High,1
52.56,0.139,31.11,Medium,0
43.74,0.025,2.19,Low,1
33.68,0.501,47.01,Low,0
13.48,0.218,82.8,Low,0
40.51,0.066,0.0,Medium,1
47.81,0.349,13.85,Low,1
34.02,0.316,39.27,Medium,0
16.22,0.07,17.88,High,1
45.95,0.485,42.84,Low,0
48.13,0.594,79.93,High,0
26.12,0.095,22.21,Low,1
34.99,0.316,109.21,Low,0
54.4,0.106,11.44,Medium,1
54.57,0.29,22.04,Medium,0
19.61,0.084,41.79,High,1
16.25,0.146,10.63,Medium,1
4.51,0.258,0.0,High,1
41.73,0.379,29.35,Medium,0
51.49,0.619,57.44,Medium,0
44.46,0.858,84.44,Low,0
20.51,0.172,14.81,Medium,1
11.39,0.082,17.3,High,1
19.0,0.36,76.84,Medium,0
43.76,0.123,47.15,Medium,0
38.97,0.365,7.0,Low,1
47.18,0.407,0.0,Medium,1
28.65,0.05,30.45,Low,1
9.17,0.209,8.05,Medium,1
26.94,0.071,0.87,Medium,1
15.98,0.104,30.65,Medium,1
14.32,0.138,63.35,Low,1
36.78,0.28,17.34,High,1
10.82,0.372,10.2,High,1
18.15,0.216,81.62,Medium,0
49.16,0.102,37.06,High,0
12.26,0.0,12.32,Medium,1
51.28,0.182,25.7,Medium,0
11.14,0.065,2.39,High,1
22.29,0.214,34.77,Medium,1
27.7,0.066,27.44,High,1
18.27,0.142,16.11,High,1
20.37,0.376,2.92,High,1
26.22,0.214,46.54,Medium,1
13.82,0.062,49.63,Medium,1
1.0,0.14,78.16,Low,1
21.41,0.032,6.55,Medium,1
43.53,0.64,49.89,Low,0
38.12,0.546,17.03,High,1
2.51,0.135,38.44,High,1
50.41,0.565,37.54,Medium,0
18.24,0.54,58.21,Medium,0
17.19,0.1,109.87,Medium,0
17.22,0.132,102.95,Medium,0
51.04,0.241,7.4,Low,1
18.31,0.171,43.5,Medium,1
46.61,0.353,11.61,Low,1
38.21,0.394,14.67,Medium,1
9.41,0.153,2.78,High,1
44.99,0.688,22.44,Medium,0
14.26,0.243,5.89,High,1
52.62,0.54,53.05,Medium,0
36.31,0.683,33.42,High,0
29.06,0.106,79.5,Medium,0
31.59,0.271,79.15,Low,0
36.55,0.85,21.15,Medium,0
18.69,0.361,6.34,High,1
34.19,0.19,20.24,Medium,1
17.5,0.087,36.83,Medium,1
50.52,0.449,39.67,High,0
8.4,0.313,59.66,Medium,1
10.63,0.289,65.58,Medium,1
21.36,0.157,36.54,Medium,1
19.38,0.682,18.65,Low,1
22.16,0.314,7.83,High,1
6.08,0.257,8.87,Medium,1
11.49,0.466,46.33,Medium,1
31.18,0.485,27.48,Low,0
50.16,0.272,71.15,Low,0
44.84,0.406,21.29,Medium,0
28.62,0.526,35.93,Low,0
21.57,0.06,7.31,Medium,1
21.49,0.22,21.19,Low,1
42.72,0.03,3.92,Low,0
21.99,0.802,44.66,Low,0
44.31,0.1,19.41,High,1
36.45,0.596,24.24,Medium,1
24.51,0.118,15.1,High,1
20.93,0.153,49.1,High,1
24.37,0.404,28.98,Medium,1
14.71,0.316,42.08,Medium,0
18.61,0.461,5.25,Medium,1
56.79,0.514,98.19,Low,1
41.48,0.06,5.38,High,1
26.46,0.823,44.27,High,0
38.25,0.4,3.01,Low,1
23.01,0.16,113.55,Medium,0
4.36,0.34,0.0,Medium,1
35.66,0.265,0.0,Low,1
19.47,0.026,0.0,High,1
41.24,0.167,15.52,Low,1
46.57,0.067,18.49,Medium,1
42.85,0.362,69.43,Medium,1
18.62,0.434,38.95,High,0
36.87,0.103,4.76,Medium,1
47.24,0.504,10.66,Low,1
36.61,0.325,50.38,Medium,0
13.82,0.627,1.68,High,1
33.05,0.358,12.67,Low,1
18.94,0.144,19.02,Medium,1
46.5,0.281,56.17,Low,0
45.42,0.246,18.26,Medium,1
42.59,0.08,116.82,Medium,0
30.16,0.793,16.15,Medium,1
46.78,0.52,26.59,Low,0
26.9,0.612,41.96,Medium,0
15.3,0.232,40.04,Medium,1
51.11,0.098,2.96,Medium,1
32.89,0.838,25.76,Low,0
43.95,0.556,42.22,Medium,0
48.85,0.0,8.03,Medium,1
40.39,0.163,15.26,Medium,1
24.89,0.27,14.47,High,1
43.89,0.114,5.99,Low,1
16.63,0.242,25.43,Medium,1
29.16,0.124,69.56,Medium,0
16.94,0.527,84.69,High,0
22.03,0.066,14.69,High,1
33.62,0.719,54.81,Low,0
48.89,0.161,37.34,High,0
26.32,0.437,49.47,High,1
16.65,0.08,10.73,High,1
26.39,0.568,24.47,Medium,1
21.21,0.053,20.68,Medium,1
11.91,0.023,11.12,Medium,1
28.77,0.359,18.14,Low,1
21.82,0.023,20.22,Medium,1
15.85,0.276,18.43,Medium,1
14.56,0.078,14.44,Medium,1
19.18,0.184,32.12,Medium,1
41.16,0.447,35.4,Low,0
26.23,0.035,38.22,High,1
39.3,0.564,62.35,Low,0
13.85,0.118,6.32,Medium,1
20.53,0.286,22.43,Medium,1
29.92,0.184,33.52,Medium,1
42.88,0.429,8.86,Medium,1
45.25,0.022,2.55,High,1
36.8,0.078,13.72,High,1
30.68,0.041,31.48,Low,0
40.45,0.531,56.96,Medium,0
18.53,0.335,60.63,Medium,0
43.73,0.0,14.89,Low,1
20.48,0.0,10.87,High,1
32.98,0.809,43.89,Low,0
52.65,0.134,76.79,Low,1
36.52,0.445,33.52,Low,0
43.64,0.15,54.26,High,1
27.04,0.145,26.45,Medium,1
40.92,0.087,20.78,Medium,1
8.68,0.007,18.54,Medium,1
8.8,0.111,13.5,High,1
54.84,0.187,8.15,Medium,0
19.65,0.524,32.66,High,1
12.7,0.353,31.76,Medium,1
14.6,0.123,52.34,Medium,0
11.59,0.006,16.25,Medium,1
13.0,0.189,19.52,High,1
9.29,0.115,10.85,High,1
11.53,0.04,39.97,Medium,1
46.43,0.4,75.23,Medium,0
15.48,0.129,0.21,Medium,1
45.56,0.452,19.23,Low,0
29.15,0.036,74.43,Low,0
43.41,0.145,0.0,High,1
8.8,0.152,11.48,Medium,1
28.79,0.174,84.03,High,0
12.39,0.636,25.12,Medium,1
36.99,0.539,67.21,Low,0
45.2,0.199,11.26,Medium,1
41.22,0.031,0.0,Medium,1
35.37,0.048,30.47,High,1
42.73,0.404,39.19,Medium,0
47.6,0.402,87.46,Medium,0
19.26,0.173,7.73,Medium,1
6.16,0.13,53.64,Medium,1
45.31,0.205,14.29,Medium,1
16.64,0.132,94.01,Medium,0
1.0,0.07,5.19,Medium,1
4.47,0.095,8.6,High,1
55.84,0.508,72.19,High,0
24.97,0.494,61.29,Medium,0
46.79,0.48,67.63,Low,0
45.32,0.22,18.55,Medium,1
20.22,0.03,19.59,Medium,1
55.45,0.378,79.07,Medium,0
17.31,0.278,6.29,Medium,1
34.1,0.114,4.82,Medium,1
38.65,0.326,44.47,High,0
53.17,0.259,11.11,Medium,1
51.0,0.333,43.72,Medium,0
29.04,0.652,31.38,Medium,0
18.84,0.054,114.24,High,1
21.56,0.473,81.04,Low,1
41.61,0.185,37.54,Low,0
58.12,0.505,42.87,Low,0
26.87,0.1,16.57,High,1
15.0,0.174,45.43,High,1
40.16,0.602,79.71,Low,0
15.61,0.132,28.98,Low,1
9.83,0.388,38.28,Medium,1
40.95,0.312,15.62,High,1
30.26,0.844,11.19,Medium,1
37.47,0.636,86.88,Medium,0
45.8,0.156,74.2,Low,0
28.54,0.197,16.91,Medium,1
58.54,0.497,77.62,Low,0
45.46,0.245,38.66,Low,0
25.73,0.32,35.55,Low,0
38.49,0.444,42.22,Low,0
5.77,0.041,30.64,High,1
27.44,0.748,13.52,Medium,1
34.16,0.289,1.43,High,0
16.27,0.233,112.5,Low,0
45.25,0.278,9.03,Low,1
30.06,0.673,33.24,Low,0
47.13,0.246,2.58,High,0
31.11,0.599,57.94,Medium,0
9.95,0.385,136.87,Medium,0
20.02,0.33,5.98,High,1
20.8,0.866,41.16,Medium,0
18.55,0.112,50.49,Medium,1
53.98,0.651,4.67,Low,1
25.41,0.325,43.21,Medium,0
33.33,0.036,73.43,Medium,0
1.0,0.156,32.67,High,1
29.18,0.623,17.45,Low,0
55.7,0.211,16.28,Medium,1
34.33,0.059,15.65,High,1
60.33,0.691,79.01,High,0
27.07,0.432,18.29,Medium,1
49.42,0.147,10.39,Medium,1
20.73,0.41,27.19,Medium,1
45.96,0.246,14.11,High,1
36.29,0.667,26.64,Low,0
23.96,0.087,8.56,High,1
29.56,0.019,4.65,Medium,1
41.08,0.398,59.93,Medium,0
51.87,0.336,25.24,Medium,0
29.71,0.677,17.48,Low,1
26.71,0.82,12.95,Medium,1
55.52,0.489,128.78,High,0
47.02,0.433,94.86,Medium,0
7.17,0.048,29.62,Medium,1
60.48,0.178,48.97,Medium,1
32.33,0.362,22.29,Medium,1
12.52,0.152,50.02,High,1
26.64,0.368,117.63,Low,0
50.05,0.34,94.04,Medium,0
24.25,0.082,17.33,Medium,1
26.8,0.486,33.34,Low,0
35.56,0.152,4.67,Medium,1
56.78,0.224,48.54,Low,0
22.66,0.269,10.08,Medium,1
34.94,0.533,25.85,Low,0
20.49,0.05,36.64,Medium,1
16.53,0.057,57.88,Medium,1
38.53,0.084,12.23,High,1
17.77,0.219,14.82,High,1
12.61,0.351,78.28,Low,1
32.95,0.403,6.03,High,0
38.64,0.835,45.24,High,1
22.92,0.269,29.52,Medium,1
18.03,0.11,2.51,High,1
28.47,0.239,41.5,Medium,0
23.84,0.039,44.52,High,0
20.9,0.139,113.63,High,0
45.76,0.557,69.21,Medium,0
12.45,0.146,46.34,Medium,1
9.26,0.024,34.64,Low,1
11.75,0.0,10.0,Medium,1
47.11,0.746,20.89,Low,0
46.94,0.04,29.63,Medium,0
59.57,0.089,13.17,Low,1
43.5,0.311,65.63,Low,0
40.59,0.007,0.0,Low,1
20.55,0.134,52.27,Medium,1
28.65,0.502,19.69,Low,1
36.71,0.249,102.13,High,0
41.71,0.765,13.92,Medium,1
47.02,0.235,8.28,Medium,1
27.06,0.099,46.62,Medium,0
55.44,0.916,49.44,Medium,0
24.52,0.419,14.98,Medium,0
17.49,0.277,14.32,Medium,1
30.37,0.449,29.87,Medium,0
28.85,0.261,48.1,High,1
25.35,0.716,8.45,Low,1
51.53,0.308,5.67,Low,1
40.25,0.703,35.6,Medium,0
46.5,0.044,12.43,Medium,1
49.81,0.108,8.34,Medium,1
12.8,0.172,0.0,Medium,1
18.42,0.282,59.76,Medium,1
40.87,0.138,1.58,Medium,1
27.32,0.613,17.47,Medium,1
8.98,0.359,10.29,Medium,1
49.9,0.612,22.77,High,0
22.1,0.173,21.72,Medium,1
46.33,0.205,11.94,Medium,1
45.35,0.258,53.81,Low,0
48.13,0.0,20.72,Medium,1
22.03,0.586,17.73,Low,1
21.69,0.412,15.72,Medium,1
42.12,0.343,9.71,Medium,1
17.27,0.106,43.01,Medium,1
37.9,0.333,30.59,Medium,0
24.03,0.072,20.5,High,1
46.52,0.641,35.89,Low,0
23.66,0.173,76.87,Low,0
17.59,0.036,0.0,High,1
1.0,0.102,53.11,Medium,1
42.33,0.014,87.91,Medium,0
38.9,0.692,20.75,Medium,0
16.1,0.342,15.53,Medium,1
22.65,0.18,9.23,Medium,1
32.2,0.344,16.49,High,1
22.52,0.461,32.21,Medium,1
